state,type,name,country,district,location,tel
開業,藥事機構,良心堂藥局,臺南市,永康區,華興街四十七號,06-2717068
開業,藥事機構,慈惠藥師保健藥局,臺南市,永康區,國光七街71號,06-2718968
開業,藥事機構,邱藥局,臺南市,永康區,中華西街55號1樓,06-2826363
開業,藥事機構,友信藥局,臺南市,永康區,五福街一一四號,06-2323714
開業,藥事機構,林藥局,臺南市,永康區,中正南路760號,06-2532606
開業,藥事機構,建保藥局,臺南市,永康區,忠義街44巷2號,06-3125998
開業,藥事機構,大陸藥局,臺南市,永康區,復興路406號,06-3139670
開業,藥事機構,安安藥局,臺南市,永康區,大灣路834號,06-2738102
開業,藥事機構,都都藥局,臺南市,永康區,中山南路一二八號,06-2354898
開業,藥事機構,維康藥局,臺南市,永康區,大橋二街141之1號,06-2016345
開業,藥事機構,菩提藥局,臺南市,永康區,復國一路307號,06-2035799
開業,藥事機構,北一藥局,臺南市,永康區,中山南路四十三巷五號,06-2012215
開業,藥事機構,菁安藥局,臺南市,永康區,中華路五九七號,06-2031203
開業,藥事機構,欣康藥局,臺南市,永康區,自強路三九四號,06-2027346
開業,藥事機構,久大藥師藥局,臺南市,永康區,大灣路一0五八號,06-2724 195
開業,藥事機構,永康藥局,臺南市,永康區,尚頂里中華路九八八號之一,06-2548606
開業,藥事機構,華安藥局,臺南市,永康區,六合里中華二路282號,06-2021030
開業,藥事機構,崑山藥局,臺南市,永康區,大灣路八八三號,06-2059856
開業,藥事機構,丁丁藥局永康店,臺南市,永康區,中山南路282-3號1樓,06-2019720
開業,藥事機構,三寧藥局,臺南市,永康區,崑山里永大路二段一四五號,06-2739914
開業,藥事機構,和康藥局,臺南市,永康區,永康里中山北路三十二號,06-2325144
開業,藥事機構,大灣藥局,臺南市,永康區,大灣里民族路二九八號,06-2728774
開業,藥事機構,方藥師藥局,臺南市,永康區,大橋一街五十七之三號,06-3025013
開業,藥事機構,莘莘藥局,臺南市,永康區,永明街五十九號,06-2033611
開業,藥事機構,麻吉的藥局,臺南市,永康區,中山北路一0八號,06-2316123
開業,藥事機構,大正藥局,臺南市,永康區,中華二路298號,06-3021599
開業,藥事機構,新安生堂藥局,臺南市,永康區,富強路一段五十號,06-2717068
開業,藥事機構,菩提藥局富強店,臺南市,永康區,富強路一段153號1樓,06-2728327
開業,藥事機構,仁杏藥師藥局,臺南市,永康區,復興路11號,06-2731702
開業,藥事機構,富農藥師藥局,臺南市,永康區,永華路245號1樓,06-2738976
開業,藥事機構,仙輝藥局,臺南市,永康區,復華七街90號1樓,06-2030188
開業,藥事機構,美日康藥局,臺南市,永康區,中正南路817號,0952-985850
開業,藥事機構,維康藥局奇美店,臺南市,永康區,正新街65號,06-2814441
開業,藥事機構,麗生藥師藥局,臺南市,永康區,大灣路280號,06-2737099
開業,藥事機構,北安藥局,臺南市,永康區,中山東路69號1樓,06-3024933
開業,藥事機構,上宜藥局,臺南市,永康區,中華一路70號,06-3116288
開業,藥事機構,佑健康藥師藥局,臺南市,永康區,文化路202之3號,06-2316257
開業,藥事機構,永大藥局,臺南市,永康區,聖龍街150號,06-2024668、06-2024668
開業,藥事機構,昱賢藥師藥局,臺南市,永康區,永大路二段1312號,06-2315371
開業,藥事機構,美日新藥局,臺南市,永康區,鹽行里中正北路62號,06-2420980
開業,藥事機構,安康藥局永大店,臺南市,永康區,永大路二段665、667、669號,06-2028438
開業,藥事機構,勝佳藥局,臺南市,永康區,復國二路38巷12號,06-3130729
開業,藥事機構,神鳳藥局,臺南市,永康區,中華路619巷15號,06-2328989
開業,藥事機構,福德藥局,臺南市,永康區,復興路一四二之一號,06-3131721
開業,藥事機構,德元藥局,臺南市,永康區,復國一路四五二號,06-2030668
開業,藥事機構,永生藥局,臺南市,永康區,復國一路四四一號,06-2315756
開業,藥事機構,獅甲藥局,臺南市,歸仁區,六甲里六甲路203號,06-3388387
開業,藥事機構,萊德藥局,臺南市,歸仁區,中山路二段78號,
開業,藥事機構,幸福藥局,臺南市,歸仁區,中山路2段88號,06-3308149
開業,藥事機構,微笑藥局,臺南市,歸仁區,中山路二段125號,06-3303177
開業,藥事機構,醫康藥局,臺南市,歸仁區,武東里明德新村2號,0914-085181
開業,藥事機構,和雅藥局,臺南市,歸仁區,民權三街96號,06-2309919、0927-596536
開業,藥事機構,道仁藥局,臺南市,歸仁區,中山路一段四七八號,06-2301967
開業,藥事機構,大仁藥師藥局,臺南市,歸仁區,中山路3段468號,06-2307589
開業,藥事機構,躍達藥局,臺南市,歸仁區,大智街10號,06-2301360
開業,藥事機構,歐美藥師藥局,臺南市,歸仁區,民權北路六十八號,06-5954515
開業,藥事機構,仁銨藥局,臺南市,歸仁區,中山路一段三二二號,06-3304861
開業,藥事機構,大力藥局,臺南市,歸仁區,中山路二段一五一號,06-2398273
開業,藥事機構,安麗兒藥局,臺南市,歸仁區,辜厝里中山路二段七十一號,06-23999212
開業,藥事機構,新光藥局,臺南市,歸仁區,許厝里中山路一段320號,06-3305249
開業,藥事機構,倍安藥局,臺南市,歸仁區,長榮路1段232號,06-2782913
開業,藥事機構,生祥大藥局,臺南市,歸仁區,中山路二段46之1號,06-2396538
開業,藥事機構,德昌藥師藥局,臺南市,歸仁區,中山路一段516、518號,06-3303533
開業,藥事機構,安新藥局,臺南市,歸仁區,民族北街17巷14號,06-3306008
開業,藥事機構,杏安藥局,臺南市,新化區,信義路三二 0號,06-5801081
開業,藥事機構,你好藥局,臺南市,新化區,忠孝路289號1樓,06-5980545
開業,藥事機構,添福藥局,臺南市,新化區,武安里中正路373號,06-5906053
開業,藥事機構,新化弘安藥局,臺南市,新化區,太平里中正路703號,06-5973000
開業,藥事機構,全家康藥師藥局,臺南市,新化區,北勢里中正路1207號,06-5980866
開業,藥事機構,新化健保藥局,臺南市,新化區,中山路507號,06-5983328
開業,藥事機構,富傑藥局,臺南市,新化區,中正路545號,06-5906085
開業,藥事機構,炳騰藥局,臺南市,新化區,那拔里290號,06-5911687
開業,藥事機構,林藥局,臺南市,新化區,中正路606之1號,06-5984210
開業,藥事機構,聲安藥局,臺南市,新化區,護國里中山路一五八號,06-5902261
開業,藥事機構,來德藥局,臺南市,新化區,中山路二三二號,06-5800193
開業,藥事機構,景惠藥局,臺南市,新化區,護國里中山路185號,06-5909659
開業,藥事機構,元一藥師藥局,臺南市,新化區,中正路528號,06-5984477
開業,藥事機構,千福藥局,臺南市,新化區,中山路424號1樓,06-5905862
開業,藥事機構,安麗兒藥局新化店,臺南市,新化區,忠孝路116之3號,06-5896029
開業,藥事機構,祐榮藥局,臺南市,新化區,忠孝街一九二之五號,06-5983607
開業,藥事機構,欣華藥局,臺南市,新化區,護國里中正路四0四號,06-2720657
開業,藥事機構,又佳藥局,臺南市,左鎮區,中正里156之9號,06-5731597
開業,藥事機構,勝雄藥局,臺南市,左鎮區,中正里95號,06-5732535
開業,藥事機構,萬龍藥局,臺南市,玉井區,玉井里中正路133號,06-5742876
開業,藥事機構,晨暉藥局,臺南市,玉井區,中華路184號,06-5749695
開業,藥事機構,伊立安藥局,臺南市,玉井區,玉田里中山路143號1樓,06-5747001
開業,藥事機構,大眾藥局,臺南市,玉井區,中華路237號,06-5744099
開業,藥事機構,博愛中西藥局,臺南市,玉井區,玉田里中正路二三八號,06-5743036
開業,藥事機構,柏林藥局,臺南市,玉井區,玉田里中正路224號,06-5742386
開業,藥事機構,玉井藥局,臺南市,玉井區,玉田里中華路47號,06-5742271
開業,藥事機構,至家藥局,臺南市,楠西區,中正路129號,06-5751371
開業,藥事機構,信安藥局,臺南市,楠西區,茄拔路165號,06-5753177
開業,藥事機構,太子藥局,臺南市,仁德區,太子路338號,06-2729906
開業,藥事機構,祥鶴藥局,臺南市,仁德區,德糖路470號,06-2490904
開業,藥事機構,仁德啄木鳥藥局,臺南市,仁德區,中山路397號1樓,06-2707964
開業,藥事機構,皇仁藥局,臺南市,仁德區,德善路293號,06-2793234
開業,藥事機構,日康藥局,臺南市,仁德區,田厝里中正路一段五四一之一號,06-2663635
開業,藥事機構,春風藥局,臺南市,仁德區,中正路二段673號,06-2493463
開業,藥事機構,仁德市安藥師藥局,臺南市,仁德區,中正西路25號,06-2661933
開業,藥事機構,華仁藥局,臺南市,仁德區,新田里中正路2段462號,06-2797773
開業,藥事機構,慧安藥師藥局,臺南市,仁德區,後壁里德糖路389號1樓,06-2706638
開業,藥事機構,成吉藥局仁義店,臺南市,仁德區,仁義路42之1號,06-2497307
開業,藥事機構,大力藥局仁德店,臺南市,仁德區,後壁里中正路二段二六四號,06-2705958
開業,藥事機構,滋生藥局,臺南市,仁德區,仁義里中山路362號,06-2705057
開業,藥事機構,山川中西藥局,臺南市,仁德區,後壁里中正路二段325號,06-2794623
開業,藥事機構,歐大藥局,臺南市,仁德區,中洲里385之31號,06-2664831
開業,藥事機構,正全藥局,臺南市,仁德區,後壁里中正路二段180號,06-2793638
開業,藥事機構,龍岡藥局,臺南市,仁德區,成功里保華路90號,06-2904862
開業,藥事機構,振裕藥局,臺南市,仁德區,二行里二行一路一六五號,06-2661478
開業,藥事機構,劉藥局,臺南市,仁德區,後壁里中正路二段314號,06-2792401
開業,藥事機構,信昌藥局,臺南市,仁德區,中正路二段1160巷29號,06-2793897
開業,藥事機構,聖豐藥局,臺南市,仁德區,中生里中洲七十八之六號,06-2663588
開業,藥事機構,義德藥局,臺南市,關廟區,關廟里忠孝街七號,06-5954061
開業,藥事機構,歐藥局,臺南市,關廟區,松腳里四維街一00號,06-5953714
開業,藥事機構,新素界保養藥局,臺南市,關廟區,山西里武聖路26號,06-5959290
開業,藥事機構,政平藥局,臺南市,關廟區,香洋里巡府路四十二號,06-5957967
開業,藥事機構,安麗兒藥局關廟店,臺南市,關廟區,中山路2段50號,06-5951952
開業,藥事機構,健新藥局,臺南市,關廟區,香洋里中正路九四七號,06-5952093
開業,藥事機構,和聖藥局,臺南市,關廟區,中山路2段137之8號,
開業,藥事機構,躍達藥局關廟店,臺南市,關廟區,中山路2段137之7號,06-5961286
開業,藥事機構,盛德中西藥局,臺南市,關廟區,香洋里忠孝街五號,06-5951463
開業,藥事機構,全民藥局,臺南市,官田區,隆田里中山路1段40號,06-5791057
開業,藥事機構,高陞藥局,臺南市,官田區,官田里307號,06-6901241
開業,藥事機構,天佑藥局,臺南市,官田區,南部村一五0之三號,06-5794998
開業,藥事機構,麻豆啄木鳥藥局,臺南市,麻豆區,興國路56之23號,06-5714786
開業,藥事機構,華笙藥局,臺南市,麻豆區,中山路150之1號,06-5715568
開業,藥事機構,瑞美源藥局,臺南市,麻豆區,忠孝路7號,06-5711343
開業,藥事機構,廣安藥局,臺南市,麻豆區,光復路43號,06-5722358
開業,藥事機構,惠眾藥局,臺南市,麻豆區,三民路2號之1,06-5722636
開業,藥事機構,紘信藥局,臺南市,麻豆區,中山路147號,06-5711289、0919-126388
開業,藥事機構,市伍藥局,臺南市,麻豆區,中正路73號1樓,06-5724589
開業,藥事機構,台灣藥局,臺南市,麻豆區,信義路11之13號,06-5726126
開業,藥事機構,神農藥局,臺南市,麻豆區,東角里興中路一九五號,06-5721136
開業,藥事機構,信義藥局,臺南市,麻豆區,晉江里信義路三十四之十二號,06-5725120
開業,藥事機構,麻豆王藥局,臺南市,麻豆區,中山路十一之二號,06-5721001
開業,藥事機構,信興藥局,臺南市,麻豆區,興中路115號,06-5722002
開業,藥事機構,平安藥局,臺南市,麻豆區,興中路11號,06-5721225
開業,藥事機構,永福藥局,臺南市,麻豆區,仁愛路7號,06-5723329
開業,藥事機構,佑安藥局,臺南市,麻豆區,東角里興中路175巷3之16號,06-5721747
開業,藥事機構,安安藥局,臺南市,麻豆區,興中路88號,06-5727475
開業,藥事機構,大同藥局,臺南市,麻豆區,穀興里中山路59號,06-5722506
開業,藥事機構,杏林藥局,臺南市,麻豆區,興中路136號,06-5722692
開業,藥事機構,伯仲藥局,臺南市,佳里區,光復路124號,06-7228322
開業,藥事機構,佳里啄木鳥藥局,臺南市,佳里區,六安里六安17之22號,06-7236396
開業,藥事機構,百興藥局,臺南市,佳里區,文化路259號,06-7222735
開業,藥事機構,建和藥局,臺南市,佳里區,義民街88號,06-7223214
開業,藥事機構,安興藥局,臺南市,佳里區,中山路三四五號,06-7229550
開業,藥事機構,佑佑藥局,臺南市,佳里區,安西里文化路248號,06-7214426
開業,藥事機構,名鴻藥局,臺南市,佳里區,仁愛路三四七號,06-7215216
開業,藥事機構,賀康藥局,臺南市,佳里區,文化路二0七號,06-7221447
開業,藥事機構,家名藥局,臺南市,佳里區,延平路三五七號,06-7236695
開業,藥事機構,佳佳藥局,臺南市,佳里區,中山路386號,06-7227639
開業,藥事機構,星興藥局,臺南市,佳里區,延平路403號,06-7236993
開業,藥事機構,慈恩藥局,臺南市,佳里區,文化路300巷3號1樓,0917-117383
開業,藥事機構,雅倫藥局,臺南市,佳里區,建南街165號1樓,06-7229488
開業,藥事機構,佳里藥局,臺南市,佳里區,中山路359號,06-7212180
開業,藥事機構,新生中西藥局,臺南市,佳里區,新生路87號,06-7224563
開業,藥事機構,立昌藥局,臺南市,佳里區,光復路244號,06-7225314
開業,藥事機構,博亨藥局,臺南市,佳里區,延平路335號,06-7223715
開業,藥事機構,普羅藥局,臺南市,佳里區,新生路303號,06-7232252
開業,藥事機構,和馨藥局,臺南市,佳里區,延平路72及76號1樓,06-7238544
開業,藥事機構,萊安藥局,臺南市,佳里區,中山路222號,06-7223780
開業,藥事機構,黃藥師藥局,臺南市,佳里區,忠孝路293號1樓,06-7217303
開業,藥事機構,永星藥局,臺南市,佳里區,文化路176號,06-7234300
開業,藥事機構,春安中西藥局,臺南市,佳里區,延平路295號,06-7215835
開業,藥事機構,延平藥局,臺南市,佳里區,延平路45號,06-7236185
開業,藥事機構,佳晟藥局,臺南市,佳里區,光復路265號,06-7220732
開業,藥事機構,詠承藥局,臺南市,西港區,中山路三五八號,06-7959427
開業,藥事機構,長榮藥局,臺南市,西港區,新興街12巷14號,06-7955520
開業,藥事機構,厚真藥局,臺南市,西港區,營西里2鄰後營17號,06-7962628
開業,藥事機構,俊傑藥局,臺南市,西港區,慶安里中山路257號,06-7950081
開業,藥事機構,慧安藥局,臺南市,西港區,慶安里慶安路九十五之九號,06-7955535
開業,藥事機構,建昌藥局,臺南市,七股區,大寮里1之11號,06-7873777
開業,藥事機構,建昌藥局漚汪店,臺南市,將軍區,忠興里1之6號,06-7941889
開業,藥事機構,同安藥局,臺南市,將軍區,保源里苓保98之7號,06-7941646
開業,藥事機構,年豐藥局,臺南市,將軍區,忠興里29之2號,06-7946247
開業,藥事機構,學甲藥局,臺南市,學甲區,中正路177號,06-7832081
開業,藥事機構,慶安藥局,臺南市,學甲區,明宜里中正路247號,06-7833251
開業,藥事機構,三安藥局,臺南市,學甲區,明宜里濟生路186號,06-7834365
開業,藥事機構,生祥大藥局學甲店,臺南市,學甲區,華宗路376號,06-7838462、0935-068712
開業,藥事機構,世酆藥局,臺南市,學甲區,成功路11之1號,06-7838779
開業,藥事機構,心得藥局,臺南市,學甲區,建國路82號,06-7835087
開業,藥事機構,一安藥局,臺南市,學甲區,新達里華宗路441號,06-7835504
開業,藥事機構,芳鄰藥局,臺南市,學甲區,仁得里建國路一一九號,06-7822389
開業,藥事機構,慈生藥局,臺南市,學甲區,慈福里濟生路94之5號1樓,06-7821818
開業,藥事機構,信忠藥局,臺南市,學甲區,中正路274號,06-7832363
開業,藥事機構,謝藥局,臺南市,北門區,鯤江里777號,06-7864192
開業,藥事機構,聯馨藥局,臺南市,北門區,仁里里二重港151號,06-7861690
開業,藥事機構,憲宗藥局,臺南市,北門區,東壁里七0四號,06-7864225
開業,藥事機構,正德藥局,臺南市,新營區,忠義街5之4號,06-6324481
開業,藥事機構,啄木鳥藥師藥局,臺南市,新營區,民治路242號,06-6590428
開業,藥事機構,新日康藥局,臺南市,新營區,民權路63之3號,06-6332833
開業,藥事機構,康泰藥師藥局,臺南市,新營區,民生路16之1號1樓,06-6377807
開業,藥事機構,均安藥局,臺南市,新營區,三民路138之1附1號,06-6376987
開業,藥事機構,兆豐藥局,臺南市,新營區,忠政里中正路五十七之十六號,06-6352205
開業,藥事機構,仁愛藥局,臺南市,新營區,民權路82號,06-6320209
開業,藥事機構,健而康藥局,臺南市,新營區,民權里中山路200號,06-6355224
開業,藥事機構,永安藥局,臺南市,新營區,民生里民生路五十二之二號,06-6352732
開業,藥事機構,人安藥局,臺南市,新營區,信義街七十號,06-6320732、06-6376863
開業,藥事機構,麗暉藥師藥局,臺南市,新營區,三仙里民權路五十一號,06-6333479
開業,藥事機構,欣欣藥局,臺南市,新營區,太北里146之28號,06-6530179
開業,藥事機構,毛藥局,臺南市,新營區,民權里三民路108號,06-6323466、06-6359747
開業,藥事機構,吉利天然中西藥局,臺南市,新營區,民族路5之9號,06-6379168
開業,藥事機構,佑康藥局,臺南市,新營區,新進路二段103號,06-6354620
開業,藥事機構,美兆藥局,臺南市,新營區,中正路53之4號,06-6371188
開業,藥事機構,通安藥局,臺南市,新營區,三民路26之3號,06-6322908
開業,藥事機構,鴻達藥局,臺南市,新營區,復興路124號,06-6358837
開業,藥事機構,成大藥局,臺南市,新營區,太北里73之1號,06-6524398
開業,藥事機構,嘉南藥局,臺南市,新營區,中山路34之3號,06-6322613
開業,藥事機構,幼幼藥局,臺南市,新營區,復興路129之3號,0921-205725
開業,藥事機構,永麗藥師藥局,臺南市,新營區,三民路76之10號,06-6377899、06-6377898
開業,藥事機構,大安藥局,臺南市,新營區,中山路257號,06-6322366
開業,藥事機構,橘子藥局,臺南市,新營區,民權路96之15號,06-6351881
開業,藥事機構,台新藥局,臺南市,新營區,中正路86號,06-6350048
開業,藥事機構,安佳藥局,臺南市,新營區,民治路374號,06-6560535
開業,藥事機構,漢方藥局,臺南市,新營區,三民路58號,06-6335088
開業,藥事機構,三光堂藥局,臺南市,新營區,延平路57號,06-6322553
開業,藥事機構,新崇安藥局新營店,臺南市,新營區,復興路91號,06-6333302
開業,藥事機構,亞洲藥局,臺南市,新營區,復興路33之2號,06-6327366
開業,藥事機構,弘安藥局,臺南市,新營區,開元路61之11號,06-6327038
開業,藥事機構,張藥師藥局,臺南市,新營區,民權路45之1號,06-6329268
開業,藥事機構,德和堂中西藥局,臺南市,新營區,復興路20之2號,06-6322428
開業,藥事機構,詔安藥局,臺南市,新營區,中正路506號,06-6334020
開業,藥事機構,安立藥局,臺南市,新營區,中正路98號,06-6321689
開業,藥事機構,安和藥局,臺南市,新營區,三興街71號,06-6562998
開業,藥事機構,國泰藥局,臺南市,新營區,三民路97之1號,06-6329285
開業,藥事機構,人生藥局,臺南市,新營區,中山路249號,06-6322458
開業,藥事機構,華恩藥局,臺南市,後壁區,墨林里198號,06-6623491
開業,藥事機構,慈慧藥局,臺南市,後壁區,菁豐村六十八之二號,06-6621976
開業,藥事機構,嘉民藥局,臺南市,後壁區,嘉民里一四六號,06-6882115
開業,藥事機構,安溪藥局,臺南市,後壁區,福安里一0二之四八號,06-6362013、06-6333381
開業,藥事機構,瑞益藥局,臺南市,後壁區,嘉田里58之1號,06-6881486
開業,藥事機構,庭安藥局,臺南市,後壁區,墨林里菁寮336號,06-6621760
開業,藥事機構,源大醫藥局,臺南市,白河區,中正路55號,06-6831128
開業,藥事機構,文有藥局,臺南市,白河區,文明街35號,06-6851582
開業,藥事機構,泰安藥局,臺南市,白河區,外角里新興路四八七號,06-6840560
開業,藥事機構,芳瑜藥局,臺南市,白河區,永安里康樂路七十二號,06-6857379
開業,藥事機構,優生藥局,臺南市,白河區,新起街二之十九號,06-6831233
開業,藥事機構,博仁藥局,臺南市,白河區,仙草里60之10號,06-6852779
開業,藥事機構,大源醫藥局,臺南市,白河區,中山路172之2號,06-6852306
開業,藥事機構,新信安藥局,臺南市,白河區,中山路51號,06-6852173
開業,藥事機構,美恩健保藥局,臺南市,白河區,永安里中山路81號1樓,06-6858865
開業,藥事機構,安泰藥局,臺南市,白河區,永安里中正路93號1樓,06-6856700
開業,藥事機構,美尚藥局,臺南市,白河區,白河里康樂路43號,06-6853538、0929-154087
開業,藥事機構,津安藥局,臺南市,白河區,中山路58號,06-6852726
開業,藥事機構,協宏藥局,臺南市,白河區,竹門里九八之三號,06-6852961
開業,藥事機構,青山藥局,臺南市,東山區,東中里中興路二十三號,06-6862745、06-6802740
開業,藥事機構,杏春堂中西藥局,臺南市,東山區,中興路97號,06-6802682
開業,藥事機構,東昌藥局,臺南市,東山區,新東路一段二十七號,06-6801921
開業,藥事機構,一生堂藥局,臺南市,東山區,東河里66之1號,06-6232020
開業,藥事機構,永發藥局,臺南市,東山區,東中里中興路42號,06-6801577、0918-331319
開業,藥事機構,豐源中西藥局,臺南市,東山區,達雲路一段三十五號,06-6802615
開業,藥事機構,康健藥局,臺南市,六甲區,復興街55之1號,06-6990990
開業,藥事機構,俊雄藥局,臺南市,六甲區,仁愛街111號,06-6982673
開業,藥事機構,鄰家藥局,臺南市,六甲區,甲南里珊瑚路18號,06-6993465
開業,藥事機構,東泰藥局,臺南市,六甲區,中山路7號,06-6988888
開業,藥事機構,成安藥局,臺南市,六甲區,二甲里信義街252號,06-6984205
開業,藥事機構,民康藥局,臺南市,六甲區,中正路531之1號,06-6980980
開業,藥事機構,竹軒大藥局,臺南市,六甲區,甲南里民生路一五八號,06-6982258
開業,藥事機構,泰和藥局,臺南市,六甲區,中山路101號1樓,06-6989623
開業,藥事機構,慧佳藥局,臺南市,六甲區,建國街76號,06-6990892
開業,藥事機構,澍德中西藥局,臺南市,六甲區,中正路619號,06-6982910
開業,藥事機構,振德中西藥局,臺南市,六甲區,六甲里建國街四六號,06-6980197
開業,藥事機構,楊生藥局,臺南市,下營區,中山路一段90號,06-6891723
開業,藥事機構,健安藥局,臺南市,下營區,後街里中正北路六十七號,06-6790417
開業,藥事機構,壹勝藥局,臺南市,下營區,中山路二段六十六號,06-6890372
開業,藥事機構,保祐藥局,臺南市,下營區,新興里中山路一段一0五號,06-6891171
開業,藥事機構,弘昇藥局,臺南市,下營區,中正南路55號1樓,06-6790155
開業,藥事機構,維任藥局,臺南市,下營區,中正北路6號,06-6892259
開業,藥事機構,桂林堂藥局,臺南市,下營區,中山路一段2號,06-6892088
開業,藥事機構,復興藥局,臺南市,下營區,營前里復興街87號1樓,06-6898472、0937-667801
開業,藥事機構,維康藥局柳營店,臺南市,柳營區,太康里201-10號,06-6226228
開業,藥事機構,美安藥局,臺南市,柳營區,士林里柳營路二段十五號,06-6222906
開業,藥事機構,中山藥局,臺南市,柳營區,中山西路二段145號,06-6221696
開業,藥事機構,民生藥局,臺南市,鹽水區,三福路51號,06-6521071
開業,藥事機構,恩加藥局,臺南市,鹽水區,三福路70號,06-6521346
開業,藥事機構,信文藥師藥局,臺南市,鹽水區,中正路97號,06-6522804
開業,藥事機構,仁星藥局,臺南市,鹽水區,岸內里蔦松路八十二號,06-6529991
開業,藥事機構,惠生藥局,臺南市,鹽水區,中正路31號,06-6530669、06-6522279
開業,藥事機構,新崇安藥局,臺南市,鹽水區,朝琴路7號,06-6521293
開業,藥事機構,仁順藥局,臺南市,鹽水區,中境里中正路20號,06-521155
開業,藥事機構,專安藥局,臺南市,鹽水區,三生里民生路20之2號,06-6528739
開業,藥事機構,晶德昌藥局,臺南市,善化區,文光里中山路85號,06-7032222
開業,藥事機構,善美藥局,臺南市,善化區,坐駕里中正路456號,06-5852540、0933-275319
開業,藥事機構,大成藥局,臺南市,善化區,文昌里中正路四三九號,06-5816306
開業,藥事機構,米奇藥局,臺南市,善化區,大成路312號,06-5835147
開業,藥事機構,仁愛藥局,臺南市,善化區,中山路178號,06-5838245
開業,藥事機構,大昇藥局,臺南市,善化區,中山路一七九號,06-5833713、0919-890770
開業,藥事機構,嘉展藥師藥局,臺南市,善化區,建國路四十五號,06-5839112
開業,藥事機構,和泰藥局,臺南市,善化區,中山路370之1號,06-5817769
開業,藥事機構,弘松健保藥局,臺南市,善化區,中興路108號,06-5819146
開業,藥事機構,永松藥局,臺南市,善化區,三民路87號,06-5817923
開業,藥事機構,安仁堂大藥局,臺南市,善化區,中山路477號,06-5817156
開業,藥事機構,德美藥局,臺南市,善化區,嘉北里32之1號,06-5838720
開業,藥事機構,資生大藥局,臺南市,善化區,光文里中山路37號,06-5837659
開業,藥事機構,信昌藥師藥局,臺南市,善化區,中興路五十號,06-5817245
開業,藥事機構,神藥堂藥局,臺南市,大內區,石湖里291號之5,06-5761980
開業,藥事機構,三和藥局,臺南市,大內區,內江里二七0號,06-5762187
開業,藥事機構,江梁藥師藥局,臺南市,大內區,內江里285之1號,06-5761206
開業,藥事機構,瑞興藥局,臺南市,山上區,南洲里66號,06-5781151
開業,藥事機構,杏元藥局,臺南市,新市區,永福街56號,06-5994871
開業,藥事機構,安耕藥局,臺南市,新市區,中正路331號,06-5995345
開業,藥事機構,安麗兒藥局新市店,臺南市,新市區,新和里中正路260號,06-5012699
開業,藥事機構,慶豐綜合藥局,臺南市,新市區,新和里民生路五十七號,06-5014888
開業,藥事機構,新視藥局,臺南市,新市區,中正路313號,06-5990712
開業,藥事機構,保健藥局,臺南市,新市區,中興街13號,06-5993266
開業,藥事機構,重仁藥局,臺南市,新市區,中興街48號,06-5998586
開業,藥事機構,新和德健保藥局,臺南市,新市區,中正路319-1號,06-5997603
開業,藥事機構,華林藥局,臺南市,新市區,中正路143號,06-59899903
開業,藥事機構,一翔藥局,臺南市,安定區,港南里港口196號,06-5935208
開業,藥事機構,世揚藥局,臺南市,安定區,港南里143之2號,06-5939472
